age,marital,education,default,balance,housing,loan,contact,poutcome,y
28,married,secondary,no,22171,yes,no,unknown,unknown,no
34,married,secondary,no,225,yes,no,unknown,unknown,no
31,single,unknown,no,667,yes,no,unknown,unknown,no
33,married,secondary,no,-384,yes,no,unknown,unknown,no
35,married,secondary,no,120,yes,no,unknown,unknown,no
59,married,secondary,no,519,yes,no,unknown,unknown,no
33,single,secondary,no,91,no,yes,unknown,unknown,no
52,divorced,primary,no,130,yes,no,unknown,unknown,no
41,married,tertiary,no,615,yes,no,unknown,unknown,no
31,married,secondary,no,3181,yes,no,unknown,unknown,no
27,single,tertiary,no,3083,yes,no,unknown,unknown,no
44,married,secondary,no,72,yes,no,unknown,unknown,no
48,divorced,secondary,no,1598,yes,no,unknown,unknown,no
53,married,primary,no,436,yes,no,unknown,unknown,no
45,married,secondary,no,0,yes,no,unknown,unknown,no
50,married,secondary,no,841,yes,no,unknown,unknown,no
38,single,secondary,no,2079,yes,yes,unknown,unknown,no
53,divorced,secondary,no,1301,yes,no,unknown,unknown,no
42,married,secondary,no,790,yes,no,unknown,unknown,no
45,married,secondary,no,59,yes,no,unknown,unknown,no
30,married,secondary,no,699,yes,no,unknown,unknown,no
37,married,secondary,no,-141,yes,yes,unknown,unknown,no
32,married,secondary,no,340,yes,no,unknown,unknown,no
45,married,secondary,no,-261,yes,no,unknown,unknown,no
39,married,primary,no,481,yes,no,unknown,unknown,no
53,divorced,tertiary,no,195,yes,no,unknown,unknown,no
40,married,secondary,no,-116,yes,no,unknown,unknown,no
30,married,secondary,no,2931,yes,no,unknown,unknown,no
46,married,primary,no,684,yes,no,unknown,unknown,no
40,married,tertiary,no,795,yes,no,unknown,unknown,no
32,single,tertiary,no,1731,yes,yes,unknown,unknown,no
54,divorced,secondary,no,0,yes,yes,unknown,unknown,no
59,married,secondary,no,9976,yes,no,unknown,unknown,no
32,married,secondary,no,298,yes,no,unknown,unknown,no
39,married,primary,no,0,no,no,unknown,unknown,no
32,single,tertiary,no,3886,yes,yes,unknown,unknown,no
46,married,primary,no,476,yes,no,unknown,unknown,no
38,single,secondary,no,473,yes,yes,unknown,unknown,no
44,divorced,primary,no,757,no,no,unknown,unknown,no
30,single,secondary,no,931,yes,no,unknown,unknown,no
28,divorced,primary,no,410,yes,no,unknown,unknown,no
43,single,primary,no,30,yes,no,unknown,unknown,no
37,married,tertiary,no,0,yes,no,unknown,unknown,no
33,single,secondary,no,-147,yes,no,unknown,unknown,no
51,married,secondary,no,4178,yes,no,unknown,unknown,no
59,married,secondary,no,8107,no,no,unknown,unknown,no
41,divorced,secondary,no,2397,yes,no,unknown,unknown,no
51,divorced,tertiary,no,986,no,no,unknown,unknown,no
38,married,secondary,no,175,yes,no,unknown,unknown,no
40,divorced,secondary,no,-105,yes,no,unknown,unknown,no
49,married,secondary,no,2344,yes,no,unknown,unknown,no
45,married,secondary,no,475,yes,no,unknown,unknown,no
27,married,secondary,no,7102,yes,no,unknown,unknown,no
41,married,tertiary,no,783,yes,no,unknown,unknown,no
28,single,tertiary,no,0,yes,no,unknown,unknown,no
43,married,tertiary,no,19,yes,no,unknown,unknown,no
44,divorced,secondary,no,752,yes,no,unknown,unknown,no
44,married,primary,no,314,yes,no,unknown,unknown,no
35,single,tertiary,no,687,yes,no,unknown,unknown,no
30,married,secondary,yes,-849,yes,no,unknown,unknown,no
38,married,secondary,no,602,yes,no,unknown,unknown,no
58,married,primary,no,320,yes,no,unknown,unknown,no
59,married,primary,no,2532,yes,no,unknown,unknown,no
37,married,primary,no,157,yes,no,unknown,unknown,no
38,single,secondary,no,-143,yes,no,unknown,unknown,no
48,married,tertiary,no,7867,yes,yes,unknown,unknown,no
41,married,secondary,no,-141,yes,yes,unknown,unknown,no
47,married,primary,no,1095,no,yes,unknown,unknown,no
27,single,secondary,no,535,yes,no,unknown,unknown,no
39,married,secondary,no,1965,yes,no,unknown,unknown,no
49,married,secondary,no,294,yes,no,unknown,unknown,no
45,married,secondary,no,759,yes,no,unknown,unknown,no
32,married,primary,no,56,no,no,unknown,unknown,no
39,married,primary,no,1802,yes,no,unknown,unknown,no
37,single,secondary,no,756,yes,no,unknown,unknown,no
30,single,tertiary,no,578,yes,no,unknown,unknown,no
29,single,secondary,no,2768,yes,no,unknown,unknown,no
34,married,secondary,no,287,yes,no,unknown,unknown,no
35,married,secondary,no,1707,yes,no,unknown,unknown,no
25,single,secondary,no,229,yes,no,unknown,unknown,no
34,married,secondary,no,8558,yes,no,unknown,unknown,no
53,married,secondary,no,-686,no,yes,unknown,unknown,no
33,single,tertiary,no,21096,yes,no,unknown,unknown,no
28,married,secondary,no,3019,no,no,unknown,unknown,no
38,married,primary,no,-537,yes,no,unknown,unknown,no
28,single,tertiary,no,6321,yes,no,unknown,unknown,no
42,married,secondary,no,-887,no,no,unknown,unknown,no
35,married,tertiary,no,2387,yes,yes,unknown,unknown,no
34,married,primary,no,1090,yes,no,unknown,unknown,no
39,married,primary,no,13,no,no,unknown,unknown,no
35,married,tertiary,no,2529,yes,no,unknown,unknown,no
41,married,tertiary,no,412,yes,no,unknown,unknown,no
36,single,tertiary,no,0,yes,no,unknown,unknown,no
39,single,secondary,no,277,yes,no,unknown,unknown,no
49,single,secondary,no,-1193,yes,yes,unknown,unknown,no
35,single,tertiary,no,914,no,no,unknown,unknown,no
30,single,secondary,no,-306,yes,no,unknown,unknown,no
25,single,secondary,no,2096,yes,no,unknown,unknown,no
35,single,secondary,no,182,yes,no,unknown,unknown,no
30,married,secondary,no,227,no,yes,unknown,unknown,no
37,married,tertiary,no,0,yes,no,unknown,unknown,no
38,married,secondary,no,769,yes,no,unknown,unknown,no
32,single,secondary,no,471,yes,no,unknown,unknown,no
30,single,tertiary,no,218,no,no,unknown,unknown,no
37,married,secondary,no,0,yes,no,unknown,unknown,no
32,married,secondary,no,1464,yes,no,unknown,unknown,no
27,single,tertiary,no,512,yes,yes,unknown,unknown,no
24,single,unknown,no,431,yes,no,unknown,unknown,no
37,married,secondary,no,1325,no,no,unknown,unknown,no
31,married,primary,no,576,yes,yes,unknown,unknown,no
38,married,secondary,no,284,yes,yes,unknown,unknown,no
28,married,secondary,no,5611,yes,no,unknown,unknown,no
23,single,secondary,no,4084,yes,no,unknown,unknown,no
48,married,secondary,no,183,yes,no,unknown,unknown,no
27,married,primary,no,1002,yes,no,unknown,unknown,no
36,married,secondary,no,895,yes,yes,unknown,unknown,no
29,single,secondary,no,-527,yes,yes,unknown,unknown,no
48,married,primary,no,160,yes,no,unknown,unknown,no
27,single,secondary,no,1065,yes,yes,unknown,unknown,no
25,married,secondary,no,-276,yes,no,unknown,unknown,no
24,married,secondary,no,262,yes,no,unknown,unknown,no
21,married,primary,yes,-426,no,no,unknown,unknown,no
29,married,secondary,no,0,yes,no,unknown,unknown,no
26,divorced,secondary,no,-45,yes,no,unknown,unknown,no
26,married,primary,no,178,yes,no,unknown,unknown,no
45,married,secondary,no,0,no,no,unknown,unknown,no
29,single,secondary,no,130,no,no,unknown,unknown,no
29,divorced,secondary,yes,-489,yes,no,unknown,unknown,no
35,divorced,tertiary,no,160,yes,no,unknown,unknown,no
57,married,primary,no,2892,yes,no,unknown,unknown,no
26,single,primary,no,3342,yes,no,unknown,unknown,no
49,married,secondary,no,203,no,no,unknown,unknown,no
52,divorced,secondary,no,1049,no,yes,unknown,unknown,no
44,married,tertiary,no,7454,no,no,unknown,unknown,no
55,married,tertiary,no,0,no,no,unknown,unknown,no
39,single,primary,no,-491,no,yes,unknown,unknown,no
39,married,secondary,no,835,yes,no,unknown,unknown,no
50,married,primary,no,883,yes,no,unknown,unknown,no
25,single,secondary,no,150,yes,no,unknown,unknown,no
53,married,tertiary,yes,0,no,yes,unknown,unknown,no
37,single,secondary,no,125,no,no,unknown,unknown,no
44,married,secondary,no,533,no,no,unknown,unknown,no
37,single,secondary,no,244,no,no,unknown,unknown,no
53,divorced,secondary,no,1242,no,no,unknown,unknown,no
61,married,unknown,no,0,no,no,unknown,unknown,no
40,married,primary,no,743,no,no,unknown,unknown,no
39,single,secondary,no,117,yes,no,unknown,unknown,no
37,married,primary,no,808,no,no,unknown,unknown,no
56,divorced,tertiary,no,0,no,no,unknown,unknown,no
48,single,tertiary,no,2313,no,no,unknown,unknown,no
36,married,secondary,no,1328,yes,no,unknown,unknown,no
36,married,primary,no,122,no,no,unknown,unknown,no
30,divorced,primary,no,1,yes,no,unknown,unknown,no
26,single,secondary,no,940,yes,no,unknown,unknown,no
40,married,secondary,no,-282,yes,no,unknown,unknown,no
30,single,tertiary,no,329,yes,no,unknown,unknown,no
39,married,secondary,no,-540,no,no,unknown,unknown,no
36,single,tertiary,no,624,yes,no,unknown,unknown,no
60,married,secondary,no,0,no,no,unknown,unknown,no
37,married,secondary,no,160,no,no,unknown,unknown,no
56,married,secondary,no,359,yes,no,unknown,unknown,no
44,single,tertiary,no,97,yes,no,unknown,unknown,no
25,single,secondary,no,0,yes,no,unknown,unknown,no
49,divorced,unknown,no,2754,no,no,unknown,unknown,no
45,married,tertiary,no,510,no,no,unknown,unknown,no
52,married,secondary,no,1956,no,no,unknown,unknown,no
37,married,tertiary,no,1698,yes,no,unknown,unknown,no
35,divorced,primary,no,-5,no,no,unknown,unknown,no
32,married,secondary,no,1328,yes,no,unknown,unknown,no
50,married,secondary,no,289,no,no,unknown,unknown,no
39,single,secondary,no,158,yes,no,unknown,unknown,no
49,single,tertiary,no,1,yes,no,unknown,unknown,no
27,single,tertiary,no,1526,yes,no,unknown,unknown,no
38,married,secondary,no,9618,yes,no,unknown,unknown,no
45,married,primary,no,60,no,no,unknown,unknown,no
37,single,primary,no,1241,no,no,unknown,unknown,no
54,married,tertiary,yes,153,no,no,unknown,unknown,no
36,married,primary,no,22856,no,no,unknown,unknown,no
60,married,unknown,no,2508,no,no,unknown,unknown,no
60,divorced,primary,no,1190,no,no,unknown,unknown,no
38,married,secondary,no,2423,yes,no,unknown,unknown,no
49,married,secondary,no,0,no,no,unknown,unknown,no
38,single,tertiary,no,1619,no,no,unknown,unknown,no
50,married,tertiary,no,861,no,no,unknown,unknown,no
45,married,primary,no,665,no,no,unknown,unknown,no
44,divorced,secondary,no,20,no,no,unknown,unknown,no
35,divorced,secondary,no,305,no,no,unknown,unknown,no
42,single,tertiary,no,1206,no,no,unknown,unknown,no
45,single,secondary,no,276,no,yes,unknown,unknown,no
60,married,primary,no,17413,no,no,unknown,unknown,no
36,single,tertiary,no,3819,no,no,unknown,unknown,no
47,married,primary,no,835,no,no,unknown,unknown,no
51,divorced,secondary,no,2717,no,no,unknown,unknown,no
37,married,secondary,no,651,no,no,unknown,unknown,no
37,married,secondary,no,427,yes,yes,unknown,unknown,no
58,married,secondary,no,535,no,no,unknown,unknown,no
56,divorced,primary,no,7496,no,no,unknown,unknown,no
46,married,tertiary,no,474,no,no,unknown,unknown,no
54,single,primary,no,767,no,no,unknown,unknown,no
43,divorced,primary,no,0,no,no,unknown,unknown,no
45,divorced,tertiary,no,1273,yes,yes,unknown,unknown,no
54,married,unknown,no,4789,no,no,unknown,unknown,no
42,married,unknown,no,0,no,no,unknown,unknown,no
50,married,tertiary,no,676,no,no,unknown,unknown,no
38,married,primary,no,8637,yes,no,unknown,unknown,no
38,married,secondary,no,433,no,no,unknown,unknown,no
40,married,secondary,no,11084,no,no,unknown,unknown,no
32,single,tertiary,no,1160,yes,yes,unknown,unknown,no
37,single,secondary,no,1560,yes,no,unknown,unknown,no
58,married,primary,no,5092,no,no,unknown,unknown,no
48,married,primary,no,3304,no,no,unknown,unknown,no
39,married,unknown,no,2952,yes,no,unknown,unknown,no
53,divorced,secondary,no,292,no,no,unknown,unknown,no
36,married,primary,no,0,no,no,unknown,unknown,no
53,married,tertiary,no,4397,yes,no,unknown,unknown,no
50,married,primary,no,260,yes,no,unknown,unknown,no
47,married,secondary,no,137,no,no,unknown,unknown,no
47,married,primary,no,1610,yes,no,unknown,unknown,no
52,married,unknown,no,1317,no,no,unknown,unknown,no
36,single,unknown,no,172,no,no,unknown,unknown,no
43,married,secondary,no,1476,no,no,unknown,unknown,no
49,married,secondary,no,4848,no,no,unknown,unknown,no
44,single,tertiary,no,3355,yes,no,unknown,unknown,no
44,married,tertiary,no,677,yes,no,unknown,unknown,no
36,married,tertiary,no,-85,yes,no,unknown,unknown,no
35,married,primary,no,4924,no,no,unknown,unknown,no
47,divorced,primary,no,7,no,yes,unknown,unknown,no
43,married,unknown,no,1156,no,no,unknown,unknown,no
45,single,tertiary,no,1678,no,no,unknown,unknown,no
44,married,secondary,no,6553,no,no,unknown,unknown,no
36,divorced,secondary,no,808,no,no,unknown,unknown,no
32,married,secondary,no,598,yes,no,unknown,unknown,no
37,married,secondary,no,40,no,no,unknown,unknown,no
53,married,secondary,no,2406,yes,no,unknown,unknown,no
38,married,primary,no,1602,no,no,unknown,unknown,no
42,married,secondary,no,2256,yes,no,unknown,unknown,no
49,married,primary,no,1381,no,no,unknown,unknown,no
51,married,tertiary,no,2007,no,no,unknown,unknown,no
39,married,secondary,no,2198,no,no,unknown,unknown,no
37,married,secondary,no,285,no,no,unknown,unknown,no
56,single,secondary,no,-13,no,no,unknown,unknown,no
30,married,secondary,no,384,yes,no,unknown,unknown,no
53,married,secondary,no,136,no,no,unknown,unknown,no
57,divorced,secondary,no,145,no,yes,unknown,unknown,no
41,married,secondary,no,-100,yes,no,unknown,unknown,no
54,married,primary,no,1156,no,no,unknown,unknown,no
33,married,tertiary,no,6,no,no,unknown,unknown,no
59,married,primary,no,0,no,no,unknown,unknown,no
39,married,primary,no,1564,no,no,unknown,unknown,no
37,single,tertiary,no,1116,no,no,unknown,unknown,no
40,married,primary,no,0,yes,no,unknown,unknown,no
58,divorced,secondary,no,0,no,no,unknown,unknown,no
37,married,secondary,no,942,no,no,unknown,unknown,no
38,single,tertiary,no,18,no,no,unknown,unknown,no
43,married,secondary,no,104,no,no,unknown,unknown,no
44,married,primary,no,711,no,no,unknown,unknown,no
48,married,secondary,no,7434,no,no,unknown,unknown,no
46,married,tertiary,no,120,no,no,unknown,unknown,no
42,married,unknown,no,2374,no,no,unknown,unknown,no
44,single,primary,no,99,no,no,unknown,unknown,no
37,divorced,secondary,no,9,yes,yes,unknown,unknown,no
39,married,secondary,no,156,no,yes,unknown,unknown,no
38,single,unknown,no,1610,yes,no,unknown,unknown,no
43,married,secondary,no,236,no,no,unknown,unknown,no
26,single,primary,no,71,no,no,unknown,unknown,no
28,married,secondary,no,-493,yes,no,unknown,unknown,no
37,single,secondary,no,415,no,no,unknown,unknown,no
59,divorced,tertiary,no,1304,no,no,unknown,unknown,no
40,married,tertiary,no,397,no,no,unknown,unknown,no
36,single,tertiary,no,391,no,no,unknown,unknown,no
49,married,secondary,no,997,no,no,unknown,unknown,no
48,married,tertiary,yes,0,no,yes,unknown,unknown,no
42,married,secondary,no,-813,yes,no,unknown,unknown,no
36,single,secondary,no,755,no,no,unknown,unknown,no
39,married,primary,no,-186,no,yes,unknown,unknown,no
38,divorced,secondary,no,446,yes,no,unknown,unknown,no
60,married,primary,no,0,no,no,unknown,unknown,no
37,single,primary,no,12130,yes,no,unknown,unknown,no
44,divorced,tertiary,no,0,no,no,unknown,unknown,no
42,married,primary,no,1371,no,no,unknown,unknown,no
37,married,primary,no,1104,no,no,unknown,unknown,no
48,married,unknown,no,2261,no,no,unknown,unknown,no
44,divorced,secondary,no,20541,no,yes,unknown,unknown,no
42,married,primary,no,-303,yes,no,unknown,unknown,no
46,married,primary,no,110,no,no,unknown,unknown,no
36,married,secondary,no,537,no,no,unknown,unknown,no
40,married,primary,no,117,yes,no,unknown,unknown,no
50,divorced,primary,no,-232,yes,no,unknown,unknown,no
55,married,secondary,no,5874,no,no,unknown,unknown,no
51,divorced,tertiary,no,3415,yes,no,unknown,unknown,no
43,married,tertiary,no,4324,yes,no,unknown,unknown,no
54,married,secondary,no,0,no,no,unknown,unknown,no
59,married,primary,no,143,yes,no,unknown,unknown,no
45,married,primary,no,351,yes,no,unknown,unknown,no
58,married,secondary,no,5087,no,no,unknown,unknown,no
56,married,tertiary,no,411,no,no,unknown,unknown,no
55,married,unknown,no,179,no,no,unknown,unknown,no
37,married,secondary,no,313,yes,no,unknown,unknown,no
41,single,tertiary,no,6025,no,no,unknown,unknown,no
39,single,secondary,no,2453,no,no,unknown,unknown,no
28,single,tertiary,no,940,yes,no,unknown,unknown,no
55,married,primary,no,136,yes,no,unknown,unknown,no
45,single,secondary,no,-198,yes,no,unknown,unknown,no
38,divorced,secondary,no,1686,yes,no,unknown,unknown,no
49,married,primary,no,226,yes,no,unknown,unknown,no
57,married,tertiary,no,0,yes,yes,unknown,unknown,no
56,married,primary,no,770,yes,no,unknown,unknown,no
44,single,secondary,no,2886,no,no,unknown,unknown,no
50,married,unknown,no,-1137,yes,yes,unknown,unknown,no
44,single,primary,no,10984,no,no,unknown,unknown,no
38,married,secondary,no,1005,no,no,unknown,unknown,no
35,married,primary,no,14,yes,no,unknown,unknown,no
46,married,primary,no,296,yes,no,unknown,unknown,no
41,married,secondary,yes,-771,no,yes,unknown,unknown,no
42,married,secondary,yes,-9,no,no,unknown,unknown,no
47,married,tertiary,no,33,yes,yes,unknown,unknown,no
41,divorced,tertiary,no,-319,no,no,unknown,unknown,no
34,married,secondary,no,490,yes,no,unknown,unknown,no
32,single,secondary,no,2326,yes,no,unknown,unknown,no
39,married,secondary,no,3832,yes,no,unknown,unknown,no
35,divorced,primary,no,118,no,no,unknown,unknown,no
48,married,secondary,no,71,no,no,unknown,unknown,no
42,single,tertiary,no,-56,yes,no,unknown,unknown,no
52,married,primary,no,64,no,no,unknown,unknown,no
60,married,tertiary,no,3895,no,yes,unknown,unknown,no
34,married,primary,no,455,yes,no,unknown,unknown,no
47,married,primary,no,643,yes,no,unknown,unknown,no
35,married,tertiary,no,1256,yes,no,unknown,unknown,no
58,married,tertiary,no,1697,no,no,unknown,unknown,no
47,married,tertiary,no,1105,no,no,unknown,unknown,no
52,married,secondary,no,1860,no,no,unknown,unknown,no
48,divorced,tertiary,no,1401,yes,no,unknown,unknown,no
32,married,secondary,no,2526,yes,no,unknown,unknown,no
53,married,tertiary,no,4,no,no,unknown,unknown,no
44,married,secondary,no,961,no,no,unknown,unknown,no
53,married,unknown,no,111,no,no,unknown,unknown,no
35,married,tertiary,no,3083,no,no,unknown,unknown,no
37,divorced,primary,yes,-475,no,no,unknown,unknown,no
44,married,secondary,no,13054,yes,no,unknown,unknown,no
41,married,secondary,no,1309,no,no,unknown,unknown,no
30,married,secondary,no,4,no,no,unknown,unknown,no
35,married,secondary,no,344,yes,no,unknown,unknown,no
60,married,primary,no,1472,no,no,unknown,unknown,no
58,married,secondary,no,2592,yes,no,unknown,unknown,no
